id,price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_response_rate,host_since,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
19875244,630.99000000000001,Condominium,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,2,Real Bed,flexible,1,Chicago,t,1,9-27-10,Lakeview,0,,60657,2,2
392794,270.81,House,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,0,LA,t,0.98999999999999999,3-27-16,Westlake,35,85,90006,1,10
992786,474.49000000000001,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,1,NYC,t,0.67000000000000004,2-04-12,Harlem,21,96,10035,1,1
13650177,438.19999999999999,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,1,Real Bed,strict,1,NYC,t,1,7-04-15,Harlem,2,100,10030,1,1
5792141,486.75,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",Hangers,""Hair dryer"",Iron}",4,1,Real Bed,strict,1,NYC,t,0.80000000000000004,12-03-10,Harlem,85,90,10027,1,2
6390069,570.38,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace""}",4,1,Real Bed,moderate,1,NYC,t,,1-17-11,Harlem,0,,10027,2,3
8579757,501.06,Condominium,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",5,1,Real Bed,moderate,0,NYC,f,0.93000000000000005,1-05-17,Harlem,2,90,10039,2,3
14115855,448.86000000000001,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",2,1,Real Bed,moderate,0,NYC,f,1,8-10-13,Harlem,8,100,10031,1,1
685364,478.75,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating}",3,1,Real Bed,moderate,0,NYC,t,1,5-12-12,Harlem,7,100,10035,1,1
20031027,409.43000000000001,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room""}",2,1,Real Bed,flexible,1,NYC,f,1,12-16-14,Harlem,4,100,10030,1,1
2399406,389.18000000000001,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Pets allowed"",Breakfast,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,0,NYC,f,1,2-28-16,Harlem,12,92,10030,1,1
15991936,551.75,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private living room"",""High chair"",""Children��s books and toys"",""Window guards"",Crib,""Pack ��n Play/travel crib"",""Children��s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance""}",4,1,Real Bed,moderate,1,NYC,t,1,9-20-13,Harlem,19,99,10027,2,2
17497415,404.31,Apartment,Shared room,"{""Wireless Internet"",Kitchen,Elevator,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,1,NYC,t,0.22,10-08-16,Harlem,6,84,10027,1,1
5321538,674.51999999999998,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",8,1,Real Bed,flexible,1,NYC,f,1,9-13-13,Harlem,0,,10027,0,1
6228461,409.43000000000001,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",2,1,Real Bed,flexible,1,NYC,t,1,3-19-13,Harlem,7,97,10030,1,1
12954602,465.39999999999998,Loft,Entire home/apt,"{Internet,""Wireless Internet"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",3,1,Real Bed,moderate,1,LA,f,1,11-14-15,Westside,43,97,90064,0,2
15409556,355.52999999999997,House,Private room,"{""Family/kid friendly"",""Smoke detector""}",2,1,Real Bed,strict,1,LA,t,1,12-14-15,Hawthorne,5,92,90250,1,1
14057888,494.16000000000003,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,flexible,1,NYC,t,1,5-20-13,Harlem,16,91,10037,1,1
21005590,444.26999999999998,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",3,1,Real Bed,flexible,0,NYC,t,,3-20-16,Harlem,0,,10039,2,1
4698479,510.58999999999997,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",2,1,Real Bed,moderate,1,NYC,t,,12-10-15,Harlem,5,100,10026,1,1
6661783,448.86000000000001,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Other}",2,2,Real Bed,flexible,1,NYC,t,1,4-26-14,Harlem,28,91,10027,1,1
2243670,519.29999999999995,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,1,NYC,t,0.90000000000000002,3-05-13,Harlem,15,97,10027,2,2
5059214,431.75,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private living room""}",1,3,Real Bed,strict,0,NYC,f,,3-14-14,Harlem,0,,10030,2,1
16354537,478.75,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens""}",2,1,Real Bed,strict,0,NYC,t,1,12-21-13,Harlem,14,99,10027,1,1
20556938,438.19999999999999,Apartment,Private room,"{TV,Washer,""Cable TV"",Dryer,Internet,""Smoke detector"",""Wireless Internet"",""Carbon monoxide detector"",""Air conditioning"",Kitchen,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Doorman,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",Elevator,""Private living room"",Heating}",2,1,Real Bed,strict,0,NYC,f,1,4-12-16,Harlem,41,94,10029,1,1
10165064,431.75,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,flexible,0,NYC,t,,11-02-16,Harlem,1,100,10039,2,3
7359527,434.38,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,flexible,0,NYC,f,,4-08-15,Harlem,1,100,10030,0,1
4902799,621.25999999999999,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",4,2,Real Bed,strict,1,NYC,t,,12-23-11,Harlem,0,,10026,2,2
20976767,431.75,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Pull-out Sofa,moderate,1,NYC,t,1,3-19-13,Harlem,30,94,10026,1,1
10869168,552.14999999999998,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron}",7,1,Real Bed,strict,1,NYC,f,0.90000000000000002,1-01-13,Harlem,29,88,10027,3,4
7591555,424.85000000000002,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,1,NYC,f,0.38,6-02-13,Harlem,7,95,10039,1,1
15454112,459.50999999999999,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1,Real Bed,moderate,1,NYC,t,1,6-30-14,Harlem,73,94,10030,1,1
16662334,400.73000000000002,House,Private room,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,1,LA,t,1,9-20-14,Gardena,6,97,90249,1,1
19118005,552.14999999999998,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating}",2,1,Real Bed,strict,0,NYC,t,0,11-12-09,Alphabet City,11,93,10009,1,2
11972209,548.05999999999995,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Baby bath"",""High chair"",""Children��s books and toys"",""Pack ��n Play/travel crib"",""Children��s dinnerware""}",7,1,Real Bed,strict,1,NYC,t,1,1-29-14,East Harlem,140,94,10029,3,3
8284881,621.46000000000004,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",8,3,Real Bed,strict,1,LA,f,1,11-01-16,Pacific Palisades,1,,90272,4,6
14276565,486.75,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,1,NYC,t,0.87,1-22-14,Harlem,0,,10027,2,2
10923708,340.12,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",1,1,Real Bed,strict,0,NYC,t,1,6-30-14,Harlem,166,91,10031,1,1
1998513,438.19999999999999,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo,""Self Check-In"",Lockbox}",2,1,Real Bed,strict,1,NYC,t,0.80000000000000004,12-21-13,Harlem,11,87,10027,0,1
18211034,449.98000000000002,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,0,NYC,f,,1-07-16,Harlem,0,,10030,1,1
13041230,431.75,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,flexible,1,NYC,t,,12-21-13,Harlem,31,87,10027,1,1
8256789,552.14999999999998,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron}",4,2,Real Bed,moderate,1,NYC,t,1,10-02-15,Harlem,0,,10027,2,2
7347593,504.33999999999997,House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Hot water"",""Private bathroom"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Wide doorway"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Fixed grab bars for shower & toilet"",""Accessible-height toilet"",""Wide clearance to shower & toilet"",""Step-free access"",""Wide entryway""}",4,1,Real Bed,strict,0,NYC,t,1,12-11-13,Harlem,14,89,10037,1,2
17009057,552.14999999999998,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",4,2,Real Bed,moderate,1,SF,t,0.80000000000000004,2-23-14,Bernal Heights,25,98,94110,2,2
18333003,570.03999999999996,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Private living room""}",4,2,Real Bed,flexible,0,Chicago,f,0.80000000000000004,6-30-15,Loop,0,,60606,2,2
16274069,482.82999999999998,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials}",4,1,Real Bed,moderate,1,NYC,f,1,2-11-14,Bedford-Stuyvesant,13,92,11216,2,3
20049857,474.49000000000001,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,1,LA,f,,10-07-17,West Hollywood,0,,90046,1,1
18157879,570.38,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",7,2,Real Bed,strict,1,Chicago,t,,1-20-16,Lincoln Park,9,98,60614,3,3
17666136,538.90999999999997,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",4,1,Real Bed,moderate,1,NYC,f,,11-17-14,East Village,1,100,10003,2,3
2135314,519.29999999999995,Loft,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",2,1,Real Bed,strict,0,NYC,f,,7-09-15,East Village,3,87,10003,1,1
5321584,717.00999999999999,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",8,2,Real Bed,strict,1,SF,t,,9-20-14,Hayes Valley,4,100,94102,4,5
13121821,501.06,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",1,1,Real Bed,flexible,0,NYC,f,,9-20-14,Park Slope,0,,11215,1,1
12282255,449.98000000000002,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Shampoo}",3,1,Real Bed,strict,0,NYC,t,1,4-23-15,Harlem,23,94,10030,0,1
6630775,504.33999999999997,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",""Smart lock""}",4,1,Real Bed,moderate,1,NYC,t,1,6-30-14,Harlem,40,97,10030,1,4
9479348,598.89999999999998,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",7,2,Real Bed,strict,0,NYC,f,1,7-03-17,Hell's Kitchen,1,60,10036,3,4
3710477,674.51999999999998,House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",14,2,Real Bed,moderate,1,NYC,f,1,10-07-17,Astoria,0,,11103,6,8
13978228,578.38,House,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace""}",4,3,Real Bed,flexible,0,LA,t,1,8-05-15,Mount Washington,0,,90065,2,2
16028615,487.51999999999998,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,2,Real Bed,moderate,1,Chicago,t,1,9-02-16,Loop,1,100,60605,2,2
15027031,548.05999999999995,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,1,NYC,t,1,9-20-14,Alphabet City,12,98,10009,1,2
19245819,424.85000000000002,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Washer,Dryer,""Smoke detector"",""Fire extinguisher""}",1,1,Real Bed,moderate,0,SF,t,,3-16-10,Mission District,12,90,94110,1,1
10770929,561.67999999999995,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",8,2,Real Bed,strict,1,NYC,t,1,6-30-14,Harlem,28,92,10026,2,5
12592005,524.70000000000005,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",4,1,Real Bed,moderate,1,NYC,f,0.90000000000000002,7-06-17,Harlem,10,100,10039,1,2
1174876,424.85000000000002,House,Private room,"{""Wireless Internet"",""Air conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,0,NYC,t,1,6-10-15,Harlem,69,93,10027,1,1
20888646,423.41000000000003,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance""}",2,1,Real Bed,flexible,1,LA,f,0.97999999999999998,11-20-16,Canoga Park,4,100,91303,0,1
